person_id,title,firm,location
129,SQL SERVER DBA II,KINETIK.Care,
129,DATABASE ADMINISTRATOR,Karnaphuli Fertilizer Company,
130,Oracle Database Administrator,Marathon Oil,"Houston, TX"
130,Oracle Database Administrator,FedEX,"Baltimore, MD"
131,Systems Engineer/ Database Administrator,Infosys,"Pune, Maharashtra"
131,Software Engineer Intern,Reliance Industries Limited,
132,Oracle Database Administrator (Golden Gate - L3),TCS,
132,Oracle Database Administrator (Golden Gate - L1/L2),TCS,"Bangalore, KARNATAKA, IN"
132,Systems Engineer,TCS,"Bangalore, KARNATAKA, IN"
133,Project Leader,"KELLOGG, BROWN & ROOT","Erbil, Iraq"
133,IBM Maximo 7.6 - Database Administrator,Michael Baker International,"Balad, Iraq"
134,Business Intelligence Analyst Intern,3M HIS,"Troy, NY"
134,Techno - Functional Consultant,Hitachi Consulting,"Hyderabad, ANDHRA PRADESH, IN"
134,Database Administrator Intern,IBM,"Chandigarh, Chandigarh"
135,DATABASE ADMINISTRATOR,Nalley,"Union City, GA"
135,SQL- DBA,AutoNation,"Atlanta, GA"
135,JUNIOR DATABASE ADMINISTRATOR,"Pacific System, INC","McDonough, GA"
136,Data Analyst,Hawai'i Pacific University,"Honolulu, HI"
136,Research Assistant,Stevens Institute of Technology,"Hoboken, NJ"
136,"Database Administrator, DBA, Internship",Lexian Software Development LLC,"Shanghai, CN"
137,Oracle Database Administrator,Remote Database Experts (RDX),"White Oak, PA"
137,Oracle Product Specialist /Junior DBA,Remote Database Experts (RDX),
137,High end waiter,SERVER THE GRAND CONCOURSE,
138,Scrum Master,Dell Inc,
138,Scrum Master,Wells Fargo,
138,Database Administrator,Sprint,"Overland Park, KS"
139,Security Operation Center (SOC) Analyst,Datalogic Solutions Inc,"New Carrollton, MD"
139,Operational Support Database Administrator,Think Tech Consulting,
140,Database Administrator,The Midnight Mission,"Los Angeles, CA"
140,Data Entry,The Midnight Mission,"Los Angeles, CA"
140,Kitchen Helper,Midnight Mission,"Los Angeles, CA"
141,"Office Administrator, Human Reasources",Mitchell International,"Alpine, UT"
141,Research Assistant,Human Performance Technologies,
141,Database Processor,Partners In Leadership,"Logan, UT"
142,I.T. Support Technician,Ivy Tech Community College,"Kokomo, IN"
142,Software Eng Intern,VR Systems,"Tallahassee, FL"
142,IT Support Specialist,Elections,"Tallahassee, FL"
142,Database Administrator,United States Army,"Fort Drum, NY"
143,ServiceNow Trainee Analyst,Jade Global Inc,
143,Bookstore Associate,Barnes & Noble Inc,"Houston, TX"
143,Lead Member of Group Google Vision API for Receipt OCR,,
143,Application Developer Intern,ServiceNow,"Santa Clara, CA"
143,Oracle Database Administrator,Focus Data Tech System Private Limited,"Pune, Maharashtra"
144,"Sourcing Specialist, Power",Black & Veatch,"Overland Park, KS"
144,"Database Administrator II, Telecom",Black & Veatch,"Overland Park, KS"
144,"Database Administrator I, Telecom",Black & Veatch,"Overland Park, KS"
144,"Database Administrator I, Telecom",Adams Gabbert - Contracted for Black & Veatch,"Overland Park, KS"
144,Sales Coordinator,SEVO Systems,"Lenexa, KS"
144,Administrative Assistant,"Knit-Rite, Inc","Kansas City, KS"
145,Database Administrator/Maintenance Manager,SYNAGRO Technologies,"Woonsocket, RI"
145,Constituent Affairs Intern,Office of Governor Gina Raimondo,"Providence, RI"
145,Child Care Staff,City of Central Falls,"Central Falls, RI"
145,Lead Galley Steward,American Cruise Lines,"Seattle, WA"
146,SQL Server Database Administrator,Next Media Inc,"Lawrenceville, GA"
146,Junior Database Administrator,GENCO INC,"Braselton, GA"
147,Junior Database Administrator,Trumbull Industries,"Warren, OH"
147,Team Coordinator/Editor,X-Culture,"Youngstown, OH"
147,Senior Sandwich Artist,Subway,"Elma, NY"
147,Computer Technician,"Business Technology, LLC","East Aurora, NY"
148,Database Administrator/Legal Secretary,Daniel & Associates,"Houston, TX"
148,Litigation Assistant,"Zwicker & Associates, P.C.","Sugar Land, TX"
148,Legal Secretary,The Foley Law Firm,"Houston, TX"
149,Technical Support Representative,"ALTICE USA, INC","Newark, NJ"
149,Database Administrator,"GREATER NEWARK CONSERVANCY, INC","Newark, NJ"
150,Background Verification Specialist,Indiana State Personnel Department,"Indianapolis, IN"
150,Recruiter,Express Employment Professionals,"Bloomington, IN"
150,Human Resources Assistant/Receptionist,Data Recognition Corporation (DRC),"Indianapolis, IN"
150,General Cleaner,Kimco Facility Services,"Indianapolis, IN"
150,LIMS Database Administrator,Sure-tech Laboratories,"Indianapolis, IN"
150,Inside Sales Support,Fastenal Company,"Bloomington, IN"
151,Lab Support,NetApp,"Durham, NC"
151,Developer,SoftTech Solutions,"Jersey City, NJ"
151,DevOps Engineer,TD Ameritrade,"Jersey City, NJ"
151,Package Handler,UPS,"Secaucus, NJ"
151,Web Development and Database Administrator,Forest Water,"North Bergen, NJ"
152,BI Developer,In2IT Technologies,"Johannesburg, Gauteng"
152,Database Administrator,IPSOS,"Johannesburg, Gauteng"
152,Assistant Systems Engineer,TATA Consultancy Services,"Bengaluru, Karnataka"
153,Business Analyst,MVN 2,"Los Angeles, CA"
153,Database Administrator,Paragon One,
153,Computer Coach,Santa Barbara Public Library,"Santa Barbara, CA"
153,Project Leader,University of Santa Barbara,"Santa Barbara, CA"
153,Chemical Engineering Lab Assistant,University of Santa Barbara,"Santa Barbara, CA"
154,SQL Server Database Administrator,Universal Herbs Inc,"Hayward, CA"
154,Computer System Analyst,Lanco Global System Inc,"Irving, TX"
154,QA Testing/ Business Analyst,ResourzNet Solutions Inc,"Hayward, CA"
154,Assistant Engineer Bio Medical Equipment,Ozone Hospital,"Hyderabad, Telangana"
155,Programmer/CNC,Brogdon Machine,"Blue Springs, MO"
155,Network and Database Administrator,Ticket Boat,
155,Java Tutor,Raymore-Peculiar High School,
156,Data Processing Caging Support Specialist,Pep Direct,"Wilton, NH"
156,Database Manager,Easter Seals of New Hampshire,"Manchester, NH"
157,Oracle Database Administrator/ Consultant,Pishon Technologies Inc,"Austell, GA"
157,Oracle Database Administrator,Optum technologies,"Atlanta, GA"
158,MS SQL Server Database Administrator,INFOSYS,"Hyderabad, Telangana"
158,Customer Process Associate,AMAZON,"Hyderabad, Telangana"
159,Account Manager,"Sunny Shower USA, Inc","S el Monte, CA"
159,E-Commerce Manager / Customer Service Representative,"Sunny Shower USA, Inc","S el Monte, CA"
159,Database Administrator - Intern,Lien Hua Industrial Corp,"Taipei, TW"
160,Database Administrator Intern,Protech Solutions Inc,"Little Rock, AR"
160,Data Analyst Intern,Noetic Partners Inc,
160,Desktop Support Specialist in IT Services,UA Little Rock,
160,Process Associate,Suntec India Pvt. Ltd,
161,Data/ QA Analyst,Tata Consultancy Services,Client- AXA
161,Data/Business Analyst,DXC,Client- BCBSA
161,Business Analyst,RecruitTek,
161,Oracle Database Administrator,HTN Wireless,
162,Consultant,Enterprise Resource Performance Inc,"Falls Church, VA"
162,Team Lead & Social Media Ambassador,Barstool Sports,
162,Database Administrator & IT Assistant,American Medical Group Association,
162,Business Analyst & Consultant,VCU International Consulting Program,
163,Used Truck Sales,MHC Kenworth,"Mableton, GA"
163,Benefit Support Specialist / Tech Support,BenefitMall,"Alpharetta, GA"
163,IT Administrator/ Database Management Specialist,Transport Enterprise Leasing,"Chattanooga, TN"
164,Data Analyst,Peach State Health Plan,"Smyrna, GA"
164,Database Administrator,Global Employment Solutions,"Chicago, IL"
164,Hostess/ Server Assistant/ Prep Cook,Iberian Pig,"Decatur, GA"
164,Receptionist for Admissions Department,Oxford College,"Oxford, GA"
165,Database and Application Administrator,ACCENTURE,
165,INTERN,BANGKO SENTRAL NG PILIPINAS,Manila
166,"Administrator(s), Computer Technician, Database Administrator (SQL), and Web Developer/GIS",Henderson County's IT department,
166,Group Home,,
167,Database Administrator,Surescripts,"Minneapolis, MN"
167,Database Administrator,"State of Minnesota, DHS","Saint Paul, MN"
167,Oracle Database Administrator,Medtronic,"Mounds View, MN"
168,Database Administrator,Victory International Company,"Atlanta, GA"
168,Database Administrator,Visible Limousine and Transportation Serv,"Atlanta, GA"
168,Junior DBA,Amiable Limousine,"Atlanta, GA"
169,Project Manager,Lazrador Cultivation,"Castle Rock, CO"
169,Stylist,Floyd's 99 Barbershop,"Denver, CO"
169,Administrative Assistant/ Database Administrator,LuxHomesDenver,"Denver, CO"
170,Network Security and Database Administrator,Lipsey Logistics Worldwide,"Chattanooga, TN"
170,Interim IT Manager,Lipsey Logistics Worldwide,"Chattanooga, TN"
170,Network Technician,Comcast Cable,"Chattanooga, TN"
171,Programmer Analyst,Chicago Transit Authority,"Chicago, IL"
171,Database Administrator,"Skokie, IL","Skokie, IL"
171,Help Desk Support,Loyola University Law Computing Center,"Chicago, IL"
171,Computer Operator,CIBC Oppenheimer,"Chicago, IL"
172,Senior Database Administrator/Engineer,Perella Weinberg Partners,"New York, NY"
172,Senior SQL Server DBA/Engineer,Everest Regroup,"Liberty Corner, NJ"
172,Senior Database Administrator,Greenslate,"New York, NY"
172,Database Administrator,Shenkman Capital,"New York, NY"
172,Database Administrator,Deutsche Bank,"New York, NY"
172,Jr Database Administrator,AAA Computer Services,"New York, NY"
173,Database Administrator I/ Sysadmin,Brentwood Services Administrators,"Brentwood, TN"
173,IT Support,Brentwood Services Administrators,"Brentwood, TN"
173,Private Contractor,,"Nashville, TN"
173,IT Intern,Brentwood Services Administrators,"Brentwood, TN"
174,Database Administrator,Huntington Ingalls Industries,"Norfolk, VA"
174,Scanner Technician,Scans America,"Poquoson, VA"
174,Externship,NASA,
174,Worked with a team to produce a simulation tool to use with Unmanned Surface Vehicles,NSWC Caderock,
175,Database Lead,Archer Daniel Midland (ADM),"Erlanger, KY"
175,ORACLE AND AWS DATABASE ADMINISTRATOR,Archer Daniel Midland (ADM),"Cincinnati, OH"
175,ORACLE/SQL SERVER DATA ARCHITECT,Archer Daniels Midland (ADM),
175,DATABASE SUPPORT TECHNICIAN,Illinois Department of Transportation (IDoT),
175,SQL SERVER/MS ACCESS DATABASE ADMINISTRATOR,Illinois Department of Public Health,
175,DEPLOYMENT TECHNICIAN AND COMPUTER SCIENCE TUTOR,Scott Community College,
176,Production Leader,Placers - W. L. Gore & Associates,"Salisbury, MD"
176,Game Advisor,GameStop,"Newark, DE"
176,Database Administrator,Placers - W. L. Gore & Associates,
176,Manager/Cashier,Woody's Ice Cream Alley,"Elkton, MD"
177,Oracle Database Developer/ Application database administrator,NajaNaja Ltd,"Birmingham, AL"
177,Oracle database administrator,Super America LLC,"Denver, CO"
178,Database Administrator,United States Navy,"Norfolk, VA"
178,Data Analyst,United States Navy,"Iwakuni, JP"
178,Maintenance Control Clerk,United States Navy,"Kaneohe, HI"
179,Oracle Database Administrator,Verizon Wireless,"Irvine, CA"
179,Oracle Database Administrator,Allergan,"Irvine, CA"
180,Aircraft Mechanic/ Database Administrator,US Army National Guard,"Provo, UT"
180,Aircraft Mechanic,US Army National Guard,"Salt Lake City, UT"
180,Sales Associate,Goodyear,"Richmond, VA"
181,Database Administrator (Consultant),United Community Bank,"Rosedale, NY"
181,Sr. Database Administrator (DBA),Valiant Communications Inc,"Woodbury, NY"
181,Sr. Database Administrator (DBA),Gartner Inc,"Stamford, CT"
181,Sr. Database Administrator (DBA),SANEF,"Port Washington, NY"
181,Sr. SQL Server DBA (Consultant),SWBC - SOUTHWEST BUSINESS CORPORATION,"San Antonio, TX"
181,MS SQL DBA (Consultant),Idaho Power Company,"Boise, ID"
181,SQL DBA/Developer (Consultant),Hooper Holmes,"Basking Ridge, NJ"
182,Remote Hands Technician,Digital Realty,"Ashburn, VA"
182,Database Administrator,Remote Kumasi,"Ashanti Region, Ghana"
182,Cable Technician,Mona Telecom,"Chantilly, VA"
182,ASSISTANT ACCOUNTANT,Ashanti Region,Ghana
183,SQL Server Database Administrator,Torres AES,"Atlanta, GA"
183,Asset Protection Supervisor,Army National Guard - AF,
184,Sr. BusinessAnalyst,Santander Bank,"Boston, MA"
184,Consultant,"Farmers Insurance - Zurich, CH","Zurich, CH"
184,Consultant,Capgemini India Pvt. Ltd,
184,Consultant,BNP Paribas Bank,
184,Consultant,"Flipkart.com - Mumbai, Maharashtra","Mumbai, Maharashtra"
184,Administrator,"Clover Infotech - Mumbai, Maharashtra","Mumbai, Maharashtra"
185,Oracle Database Administrator,"Pritchard & Jerden, Inc","Atlanta, GA"
185,Database Administrator,ATGWork,"Atlanta, GA"
185,IT Support Technician,Amazon,GA
185,Accounting Assistant II,"Pritchard & Jerden, Inc","Atlanta, GA"
186,Sr. Database Administrator,GSS InfoTech,"Pleasant Prairie, WI"
186,Database Administrator,GSS InfoTech\InfoVision,PA
186,SQL Server DBA,GSS InfoTech\InfoVision,"Westport, CT"
187,"Oracle Database Architect/Admin, Cassandra admin, MS SQL Admin, Cosmos DB admin",Best Buy Co. Inc,"Edina, MN"
187,Oracle Database Administrator/Architect,Walgreens Co. Inc and Drugstore,
187,Oracle Database Administrator,The Hartford Life Insurance,
188,APPLICATION DEVELOPER,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,"Charlotte, NC"
188,BLACKBOARD ADMINISTRATOR/SYSTEMS PROGRAMMER,WINTHROP UNIVERSITY,
188,DATABASE/SECURITY ANALYST,SC GOVERNOR'S SCHOOL FOR SCIENCE & MATHEMATICS,
188,PROGRAMMER,STINGRAY BOAT COMPANY,
189,Business Analyst for People Analytics,William-Sonoma Inc,"San Francisco, CA"
189,Database Administrator/ Digital Data Specialist,Democratic Senatorial Campaign Committee,"Washington, DC"
190,Database Administrator (Team Lead),DXC Technology (Formerly HP Enterprise Services),"Sacramento, CA"
190,Database Administrator,Hewlett-Packard,
191,Microsoft SQL Server Database Administrator (DBA),Dignity Health Management Services Organization,"Bakersfield, CA"
191,Microsoft SQL Server Database Administrator (DBA),The Avant Network,"Richmond, VA"
191,Microsoft SQL Server Database Administrator (DBA),Broad Systems International,"Alexandria, VA"
192,Production SQL Server Database Administrator,Modaj Pro IT Solutions,"Houston, TX"
192,SQL Server Database Administrator,Teknokleen Group,"Lagos, NG"
193,Sr. Business Analyst,Wells Fargo,"New Jersey, New York, NY"
193,Sr. Business Analyst,"Federal Mogul, Bold","Atlanta, GA"
193,Business Analyst,Chrysler,"Detroit, MI"
193,Business Analyst,Dollar General,"New York City, NY"
193,Sr database administrator,"Miller Coors, Irvin oil","New York, NY"
193,Database administrator,Avis Budget Car Rental,"Houston, TX"
194,SQL Server Database Administrator,Mahamittra Group LLC,"Atlanta, GA"
194,SQL DBA ADMINISTRATOR,Ellucian,
194,SQL DBA ADMINISTRATOR,Transdin Group LLC,
195,Sr. Database Administrator,Prime Therapeutics,"Medina, MN"
195,Sr. Database Administrator,"Solutran, Inc","Plymouth, MN"
195,Sr. Database Administrator,Target Corporation,"Minneapolis, MN"
195,Sr. Database Administrator,Minnesota Housing and Finance Agency,"Saint Paul, MN"
195,Sr. Database Performance Administrator,Thomson Reuters,"Eagan, MN"
195,Sr. Database Performance Administrator,Cargill Inc,"Minneapolis, MN"
195,Sr. Database Administrator,"Graco, Inc","Minneapolis, MN"
195,Sr. Database Administrator,"State of Minnesota, BWSR","Minneapolis, MN"
195,Sr. Database Administrator,Cargill Inc,"Minneapolis, MN"
195,Sr. Database Administrator,TIAA-CREF,"Charlotte, NC"
195,Sr. Database Administrator,Lifetouch,"Minneapolis, MN"
195,Sr. Database Administrator,Bank of America,"Charlotte, NC"
196,Oracle Database Engineer,KeyBank,"Montana City, MT"
196,Oracle Infrastructure Eng,Nationwide Insurance,"Columbus, OH"
196,Oracle Core DBA /Production Support Database Administrator,North Jersey Insurance Group,"Elmwood Park, NJ"
196,Oracle Production Support Database Administrator,Pitney Bowes,"Stamford, CT"
197,Sr IT Consultant contractor,Leadiant Bioscience INC,"Alexandria, VA"
197,Data migration assistant,Suntrust Bank,
197,Sql Server DBA,,
197,Oracle Database Administrator,Boston consulting,
197,General manager,B.A. wholesale Trading,
197,Network / Database administrator,Pioneer diagnostic center & Boston consulting,
198,SCRUM MASTER,"CHANDO GLOBAL GROUP, LLC","Charlotte, NC"
198,SCRUM MASTER,FIRST GULF BANK,"ABUDHABI, AE"
198,ORACLE DATABASE ADMINISTRATOR,FIRST GULF BANK,"ABUDHABI, AE"
199,Business Intelligence Developer,OldCastle Materials Incorporated,"Atlanta, GA"
199,Database Analyst,AAA Parking/Selig Enterprises,
199,Jr. SQL Server Database Administrator/Engineer,Voya,
200,Sr. SQL Server DBA,The Tech-Edge Group,"Atlanta, GA"
200,DBA,Get Fabulous Inc,
200,Database Administrator,BOSS Dave Engineering,
201,Database Administrator,Cybernet LLC & Caspian Development Bank,Baku
201,Database Administrator,Sinam LLC,
201,IT Support Specialist,Komtec LLC,
202,Applications Database Administrator,Hewlett Packard Enterprise,"Dallas, TX"
202,IT Consultant,Custom Maintenance Solutions,"Fort Wayne, IN"
202,Database Administrator I,Transworks,"Fort Wayne, IN"
202,Counter Intelligence Agent,Best Buy,"Fort Wayne, IN"
203,Scrum Master,Veeam Software,"Columbus, OH"
203,Scrum Master,National Children Center,"Washington, DC"
203,Scrum Master,BMC,"Tampa, FL"
203,Database Administrator,Target,"Silver Spring, MD"
204,Sr. Oracle DBA,Cardinal Health,"Dublin, OH"
204,Sr. Oracle DBA,United Services Automobile Association,"Plano, TX"
204,Oracle Database Administrator,Emergency Care Research Institute,"Plymouth Meeting, PA"
204,Oracle Database Administrator,Allergan,"Long Beach, CA"
204,Oracle DBA,Farmers Insurance,CA
204,Oracle DBA,Medtronics,"Minneapolis, MN"
205,Sr. Oracle DBA Consultant,Ogletree,"Greenville, SC"
205,Oracle Database Administrator,Open Lane Inc,"Mesa, AZ"
205,Oracle Apps DBA,Hitachi Consulting (India) Pvt. Ltd,
205,Applications Database Administrator,AT&T Global business services (India) Pvt. Ltd,
206,Oracle/SQL Database Administrator,PeopleSoft Financial,"Texas, VT"
206,Oracle DBA,Windstream Communications,"Twinsburg, OH"
206,Oracle Production Support Database Administrator,CDW,"Chicago, IL"
207,Linux Administrator,Con-way,"Washington, DC"
